place_id	name	city	pathy	qualification	locality	reason	confidence
11275823984242774567	Dr. Rai Clinic | Sex Specialist	Hyderabad	Allopathic	MBBS	Bhoiguda, Secunderabad	"Long-standing high-visibility Secunderabad sexologist clinic (near Secunderabad rail/metro) with strong review reputation (~4.8, 250+ reviews) and aggressive ""Best Sexologist"" SEO/directory presence; a credible allopathic-positioned local competitor for men's sexual-health demand."	medium
11581463815020279881	Dr.Narasimha	Hyderabad	Ayurvedic	BAMS	Ameerpet	Dr. M. Narasimha (S.B. Ayurvedic Specialty Clinic, Ameerpet) is a well-established Ayurvedic sexologist with 25+ yrs, 40,000+ patients treated, and strong niche positioning in male sexual disorders & infertility — a credible legacy competitor in Hyderabad's SH category.	high
17579230641644407595	Dr. Poosha Darbha	Hyderabad	Unknown	M.Sc & PhD Human Genetics (non-medical sexologist/counselor; no MBBS/BAMS/BHMS)	Erragadda / Theegapur	Veteran non-medical sexologist/counselor (40 yrs, PhD Human Genetics) with strong Practo presence in SH/sexology niche — a legacy brand-name competitor in Hyderabad SH, but not a licensed medical practitioner, so limited on clinical treatment depth.	high
147932206360657503	Vasanth Poly Clinic	Hyderabad	Ayurvedic	BAMS (likely, not explicitly published)	LB Nagar	Established Ayurvedic sexology clinic (Kaya Kalpa) in LB Nagar with a 5.0 rating and ~1,455 reviews; strong local reputation and heavy male sexual-health/PE positioning make it a notable low-cost Ayurvedic competitor in east Hyderabad, though it targets a traditional-medicine audience distinct from allopathic Allo.	medium
5130500739976927968	Mens Clinic - Kothapet	Hyderabad	Allopathic	MBBS, MS (General Surgery)	Kothapet	Established andrology/sexology chain (Men's Clinic Group) led by Dr. Kembavi Srinivas, MBBS/MS with 38 yrs experience and a senior surgery professor; strong Allopathic credentials, multi-location Hyderabad presence and dedicated men's sexual-health branding make it a credible threat in the SH/ED/PE segment.	high
15125593610800850710	Khaled Sexual Clinic	Hyderabad	Unknown	unknown		"No clinic named ""Khaled Sexual Clinic"" is verifiable on Practo/Justdial/Lybrate/Google. The Muslim-name + typical Hyderabad old-city (Chandrayangutta/Barkas/Nampally) sexual-clinic pattern suggests a likely BUMS/Unani single-doctor gupt-rog practice, but this is unconfirmed. Low competitive threat if it is a small unverified Unani clinic; verify name/spelling before treating as a real competitor."	low
11948467343330881309	Dr M Srinivas Rao	Hyderabad	Allopathic	MBBS, MD (General Medicine), DM (Cardiology)	Banjara Hills	Senior interventional cardiologist (45 yrs exp) at CARE Hospital Banjara Hills; super-specialist hospital-affiliated, not a sexual/mental-health competitor to Allo — low overlap threat.	medium
12062760544544735728	Dr.Vru Clinic	Hyderabad	Allopathic	MBBS		Direct psychosexual-medicine competitor: Dr. Veerendar Chitte (MBBS, positions as sexologist/neuropsychiatrist) treats ED, PE, low libido, porn addiction and mental wellness across Hyderabad & Khammam — same SH/MH category as Allo; strong personal-brand website and online-booking presence make it a real threat.	high
13770214236961302039	Dr Bala’s Hospital	Hyderabad	Allopathic	MBBS	Kukatpally	Dr. Bala Ram Babu is an MBBS sexologist (US Board of Sexology diplomate, FECSM) running a well-established, heavily-marketed dedicated sexology clinic in Kukatpally — a direct, credentialed allopathic competitor to Allo in the sexual-health category in Hyderabad.	high
8345147063828415086	Mens Clinic	Hyderabad	Allopathic	MBBS, MS (General Surgery)	KPHB / Kukatpally (also Dilsukhnagar, Kothapet, Paradise)	Established multi-branch andrology/sexology chain led by Dr. Kembavi Srinivas (MBBS, MS Gen Surgery, ex-Osmania professor) with strong Practo presence and credentialed allopathic surgeon positioning — a credible, high-trust competitor in men's sexual health.	high
10558277788118407313	Rahi Ayurvedic Unani Clinic Sex Specialist	Hyderabad	Unknown	unknown		No verifiable listing or doctor found across Practo/Justdial/Lybrate/Sulekha; name markets both Ayurvedic and Unani (typical small AYUSH sexology practice). Low competitive threat and no findable qualification, so cannot confirm pathy by degree.	low
16259860159774403916	Dr. S A Kumar( Gandhamguda Hyderabad)	Hyderabad	Unknown	unknown	Gandhamguda (Rajendranagar / Ranga Reddy, SW Hyderabad periphery)	No listing found on Practo, Justdial, 1mg or Lybrate; appears to be a small independent single-doctor clinic in a peri-urban SW-Hyderabad locality with negligible digital footprint — low competitive threat but degree/pathy unverifiable, so not confirmable.	low
3737934259939477895	KRIPA SEXOLOGIST CLINIC AYURVEDIC	Hyderabad	Ayurvedic	unknown		Small single-doctor Ayurvedic sexology clinic; not indexed on Practo/Justdial/Lybrate with a verifiable doctor profile, so low web/review footprint. Name self-identifies as Ayurvedic (typical BAMS/MD-Ayurveda practitioner). Low digital visibility = minimal SEO/marketing threat vs Allo, but competes in the same STI/SH/ED cash-consult niche in Hyderabad on walk-in/word-of-mouth.	low
2194165841032192716	Mamta Sexologist Clinic Ayurvedic	Hyderabad	Unknown	unknown	ECIL Cross Road	"Small single-doctor (Dr. B.K Roy) non-surgical piles/fistula/sexology clinic marketed as ""Ayurvedic,"" but only credential found is an electro-homeopathy (electropathy) certificate — no recognized BAMS/MBBS degree verifiable. Low-credibility, low-threat local player targeting piles + male sexual health via ""no operation"" positioning."	low
15789125418892557495	Sexayush Clinic | Best Sexologist in Hyderabad | Sexual health & STD/STI / SEX Doctor	Hyderabad	Unknown	unknown	RTC Colony, L.B. Nagar	Single-doctor sexology/STD clinic in LB Nagar (~59 JustDial reviews); doctor name/degree undisclosed across all listings. Brand 'Sex-Ayush' + generic boilerplate site suggests Ayurvedic/traditional positioning, but no verified credential — low-transparency, low-threat solo competitor.	low
10188647768130870913	Dr.Babji Sexual Health Clinic	Hyderabad	Unknown	unknown		"No clinic distinctly named ""Dr.Babji Sexual Health Clinic"" is findable on Practo/Justdial/Lybrate for Hyderabad; nearby name-matches (Dr. Bala Ram Babu's MBBS sexology clinic in KPHB; Babuji Clinic, Sanath Nagar) are unconfirmed as this listing. Likely a small single-doctor sexology clinic; degree unverifiable, so classify as Unknown rather than guess."	low
9522464782325012208	Dr. Amit Joshi	Jaipur	Allopathic	MBBS, MD (Physician)	Gopalpura / Tonk Road	Established allopathic sexologist & diabetologist (14+ yrs, ex-Rajasthan Govt) running his own super-specialty sexual health centre with strong personal-brand SEO (dramitjoshi.com, YouTube) — a credible MBBS/MD competitor for SH/ED/PE demand in south Jaipur.	high
9696943205433082914	Circumcision in jaipur- Frenuloplasty/ ZSR Circumcision in Jaipur	Jaipur	Allopathic	MCh Urology (MBBS, MS General Surgery, MCh Urology)	Pratap Nagar	Run by Dr. Ashish Sharma, a fully-qualified super-specialist urologist (MCh) and Professor of Urology at MGMC Jaipur — a high-credibility, specialist allopathic competitor for men's-health/STI-adjacent circumcision procedures, harder to outrank on clinical authority.	high
88622643497395922	Dr. Kapil Sharma - Best Psychiatrist in Jaipur | Best Psychologist in Jaipur	Jaipur	Allopathic	MBBS, MD (Psychiatry)	Jhotwara	Allopathic psychiatrist (MBBS, MD Psychiatry from SMS Hospital) with 12+ yrs experience specializing in addiction and sexual health; direct competitor for MH/SH categories in Jaipur with strong Practo presence.	high
17205160571716907126	Dr. Pawan Kumar	Jaipur	Allopathic	MBBS, MD (Dermatology)	Nirman Nagar	Best-matching standalone clinic is Dr. Pawan Kumar Saini, an MBBS MD dermatologist in Nirman Nagar with a very strong reputation (~4.9 rating, 1200+ reviews); an established allopathic skin/derm brand, but not a direct sexual/mental-health competitor. Name is ambiguous (other Pawan Kumars are hospital-employed pediatrician/neurosurgeon).	low
2277302450925279585	Dr Afzal's Ayurveda Clinic	Jaipur	Ayurvedic	BAMS	Vaishali Nagar	"Dr. Afzal Khan (BAMS, 15+ yrs) positions as a top Ayurvedic sexologist/sex-specialist in Jaipur with strong SEO (""No. 1 Sex Specialist""), own website, and Practo/Justdial/Lybrate presence — a direct SH/sexual-wellness demand competitor in the Vaishali Nagar catchment."	high
16707844221855998678	Khokar Dispensary	Mangaluru	Mixed	unknown	Hampankatta	Legacy 75-year sexual-health-only clinic (est. 1950, Dr. Hameed Ibrahim Khokar); 4.8/5 with ~394 Justdial reviews and strong multi-city SEO presence; markets both Ayurveda and Unani/Allopathic, so a real niche competitor in male sexual dysfunction and STI but with no verifiable doctor degree.	low
13173902235380383401	Manek Dispensary	Mangaluru	Unani	BUMS	Hampankatta (K.S. Rao Road)	Long-established (since ~1950) Unani sexual/andrology clinic branding as herbal sexologist; strong local reviews (5.0) and legacy positioning make it a niche STI/SH competitor, but non-allopathic Unani approach limits overlap with clinical/medical demand.	high
10768816538665394345	Royal Health Clinic	Mangaluru	Unani	unknown (likely BUMS)	Balmatta	Long-established (1984) family Unani men's sexual-health clinic (Dr. Rana) in Balmatta; strong local brand, 4.3 rating, markets heavily as 'sexologist' — a legacy traditional-medicine competitor for SH/ED/STI demand, not allopathic.	medium
15922774944548414101	w centre for sexual wellness	Mangaluru	Allopathic	MBBS, MD (Internal Medicine)	Derebail	Led by Dr. Damodar M Prabhu, MBBS + MD with FECSM (European-certified sexual medicine) — a genuinely credentialed allopathic sexologist, a stronger clinical threat than typical Ayurvedic/homeopathic sexology clinics.	high
	Dr. Fayyaz A Sattar | Sexologist in Mumbai, Maharashtra	Mumbai	Unani	BUMS	Andheri West	35+ yrs experience, well-listed sexologist (Practo/Lybrate/myUpchar) in Andheri West; markets as MD-Alternative Medicine + American Board of Sexology diplomate but base degree is BUMS (Unani) — an alternative-medicine competitor, not an allopathic threat.	high
12267500182570457970	Dr. Fayyaz A Sattar | Sexologist in Mumbai, Maharashtra	Mumbai	Unani	BUMS	Andheri West	Veteran Unani-trained sexologist (BUMS 1991, 35+ yrs) with strong multi-platform presence (Practo, Lybrate, Bajaj) and 3 Mumbai locations (Andheri West, Ghatkopar, Tardeo); markets premium 'sexology specialist' positioning despite non-allopathic base degree — a legacy-brand competitor, not clinically allopathic.	high
5861987538813124811	Dr. Maratha Clinic	Mumbai	Ayurvedic	BAMS	Oshiwara	Ayurvedic 'gupt rog'/sexologist chain (17+ cities) targeting SH/PE/ED demand with traditional-medicine positioning; competes for sexual-health leads but on non-allopathic promise, a soft-threat differentiator vs Allo's clinical model.	medium
15896268650005928989	Dr SK Jains Burlington Clinic ✅ 🅱︎🅴🆂🆃 🆂🅴🆇🅾︎🅻🅾︎🅶🅸🆂🆃 Mumbai | 100 Golden Years | Certified Licenced By American Board	Mumbai	Ayurvedic	BAMS	Matunga West	"Legacy Ayurvedic sexology brand (100-yr ""Burlington"" lineage, BAMS/Ayurved degree, family Ayurvedacharya heritage) aggressively marketed with allopathic-sounding ""American Board Certified"" and ""BEST SEXOLOGIST"" positioning; heavy SEO/directory presence (own multi-site network, Practo 4.6/58, Justdial) targeting male sexual-dysfunction demand — a positioning/brand-trust threat rather than a clinical-quality one; overlaps our STI/SH/ED male category in Mumbai (Matunga)."	high
7563718298089616131	Jeevandata Health Clinic	Mumbai	Ayurvedic	BAMS		"Long-established (since 1989/1996) multi-city Ayurvedic sexology/men's-health & infertility chain (Mumbai, Patna, Ranchi, Delhi); lead doctors Shambhu Nath Divya & Tej Narayan Divya hold BAMS/MD(Ayu), AYUSH-registered. Heavy SEO footprint (many domains) targeting ""best sexologist in Mumbai"" — a direct organic-search competitor to Allo in the sexual-health category, though non-allopathic positioning."	high
15124541941583456698	Dr. Maratha Clinic	Mumbai	Ayurvedic	BAMS	Oshiwara	"Ayurvedic ""gupt rog""/sexologist chain (drmarathaclinic.com) branded as best Ayurvedic sexual-wellness clinic; BAMS doctors, strong review counts (5.0/22 reviews) and multi-city presence — a marketing-heavy Ayurvedic competitor for STI/SH male-sexual-problem demand, not clinical allopathic overlap."	medium
16841980375351174830	Eros Wellness Clinic	Mumbai	Unknown	unknown	Borivali West	Standalone single-location sexologist clinic in Borivali West, 4.9 rating (~39-59 reviews) marketing itself on confidential male sexual-health positioning; no doctor name or degree disclosed anywhere (Justdial/ShaadiDukaan/own site) — low-transparency independent competitor, modest threat vs Allo's Borivali East clinic.	low
4847311639277465148	Dr. Fayyaz A Sattar | Sexologist Specialist in Mumbai	Mumbai	Unani	BUMS	Andheri West	Veteran Unani sexologist (BUMS 1991, ~33-35 yrs exp) with strong Practo social proof (~2,300+ patient recommendations) and 3 Mumbai clinics (Andheri West, Ghatkopar, Tardeo); markets male sexual dysfunction/infertility. Established but non-allopathic; competes on longevity and reviews, not clinical breadth.	high
16753944838285201676	Dr. Goud Clinic	Mumbai	Allopathic	MBBS	Sion	Dr. Pradeep T. Goud (MBBS, Grant Medical College/JJ Hospital 1988, + PGD Sexology, Ghent) is an established MBBS sexologist with 32-35 yrs experience in Sion; ₹1,000 consult fee and strong sexual-health positioning make him a direct allopathic competitor in Allo's core SH/ED/PE category.	high
18433488138429854596	Arogyadham Clinic	Mumbai	Ayurvedic	BAMS, MD (Kayachikitsa)	Borivali West	Established Ayurvedic Panchakarma center led by Dr. Shashikala Prajapati (BAMS + MD Ayurveda, 9+ yrs), two branches (Borivali West + Kandivali West); positions on holistic/traditional therapy — not a direct allopathic sexual/mental-health competitor to Allo.	high
6702047727783518161	Dr. Sanil Sinhasan	Mumbai	Allopathic	MBBS, MD (Psychiatry)	Chembur	Established MBBS/MD psychiatrist (~12 yrs) at SRV Hospital Chembur, markets as psychiatrist + sexologist with own website and wide marketplace presence; credible allopathic MH/SH competitor.	high
899770118940925620	Samadhan Health Studio	Mumbai	Allopathic	MBBS	Ghatkopar East	Established sexology clinic led by Dr. Ashok Koparday (MBBS, ex-teaching faculty KEM & JJ Hospitals), 2+ decades experience, strong reviews (4.5/263 on Lybrate) and high ₹2000 consult fee — a credentialed, well-reviewed allopathic sexual-health competitor in Ghatkopar East.	high
6810169064088911544	Dr. Vikas Deshmukh - Psychiatrist & Sexologist in Navi Mumbai	Mumbai	Allopathic	MBBS, MD (Psychiatry), DPM	Vashi, Navi Mumbai	Highly credentialed allopathic neuropsychiatrist (MBBS + MD Psychiatry, 15+ yrs) running Manovikas Clinic in Vashi with multi-hospital affiliations and strong Practo/Lybrate presence; a credible clinical competitor for MH/sexology, not a fringe practitioner.	high
4970931044340503105	Dr. Noor Khan	Mumbai	Homeopathic	BHMS	Kurla West / Nagpada	BHMS sexologist marketing as ED/PE specialist with 20+ yrs experience and own website (drnoorkhan.com); directly targets Allo's sexual-health demand despite homeopathic (non-allopathic) credentials — a positioning/SEO threat, not a clinical one.	medium
5397579908091452786	Cosmetology and Sexology Clinic	Mumbai	Unknown	unknown		"No Mumbai clinic under this exact name is verifiable on Practo/Justdial/Lybrate; nearest exact-name match (""Setu Cosmetology, Sexology Clinic"") is in Pune, and Mumbai sexology results are unrelated named practices. Combined cosmetology+sexology branding typically signals a low-overhead BAMS/BHMS single-doctor setup, a minor local competitor, but the specific doctor/degree could not be confirmed."	low
1745747378062015869	Dr Rohan Jaju	Mumbai	Allopathic	MBBS, MS (General Surgery), MCh (Urology)	Kalyan West	Highly-credentialed allopathic urologist/andrologist (12+ yrs, gold-medalist, MCh Urology) positioned in men's-health/sexology — a strong specialist competitor for STI/ED/PE cases, though clinic sits in Kalyan-Thane periphery, not core Mumbai.	high
8681548455482137154	Sai Krupa Clinic Sexology & Health Center	Mumbai	Ayurvedic	BAMS	Kalbadevi	Dr. Prashant Waghela (BAMS, MD Ayurveda, Fellowship in Sexual Medicine) runs an Ayurvedic sexology clinic in Kalbadevi; low ₹500 consult fee and broad ED/PE/STD positioning make it a value-priced Ayurvedic competitor, but non-allopathic scope limits threat to Allo's clinical model.	high
13337845570004209098	Dr.Prabhu Vyas	Mumbai	Unknown	MS Sexology, PhD Sexology, PGDPC (no MBBS/BAMS/BHMS)	Dadar East	Long-running solo sexology clinic (since 2000, ~15 yrs exp, 4.4 stars/152 ratings) with strong Practo/Lybrate presence, but holds non-registrable sexology/counselling degrees rather than an MBBS/BAMS — a credibility-light SH competitor, low clinical threat vs an MBBS-backed chain.	medium
10110849801447545237	Sexoloist in Thane	Mumbai	Unknown	unknown	Thane West	"""Sexoloist in Thane"" is a misspelled, keyword-stuffed generic Google-Maps listing with no named doctor or verifiable degree — a low-trust GMB-spam pattern common to Ayurvedic gupt-rog clinics competing in the crowded Thane West sexology market (Dr Pradhan's, Allo, Gautam Ayurveda, etc.). Low competitive threat as a brand, but such listings clutter local map results."	low
6742592836584598016	Dr Yogendra Rai	Mumbai	Ayurvedic	BAMS	Bhayandar East	Runs Rai Piles Health Clinic; BAMS Ayurveda with Kshar Sutra surgery specialization in piles/ano-rectal, also markets as sexologist — niche proctology positioning, ~21 yrs experience, limited overlap with mainstream sexual-health demand.	high
17884806924208936471	Santrupti Clinic	Mysuru	Ayurvedic	BAMS	Krishna Raja Mohalla (Vanivilas Road, M G Road)	Ayurveda-trained sexologist/family clinic (BAMS doctors, one American College of Sexologist certified) with very strong local reputation (Practo 5.0/189 stories, Justdial 4.8/292 reviews, ~₹600 fee); a credible established sexual-health competitor despite non-allopathic base.	high
11041225365498496202	Niveditha clinic	Mysuru	Allopathic	MBBS	Bogadi	Established allopathic sexologist threat: Dr. Sudheer A.P (MBBS Calicut + HIV Medicine Fellowship, CMC Vellore, ~31 yrs exp) specializes in HIV/STI and ED. Strong Practo/Justdial presence and long-standing local reputation in the sexual-health niche — a direct clinical-credibility competitor in Mysuru.	high
2212398558097379306	RV KIDNEY STONE CLINIC AND MEN'S HEALTH CENTRE	Mysuru	Allopathic	MBBS, MS, MCh (Urology) — degrees not explicitly listed but procedures performed are MCh-Urology restricted	Ramachandra Agrahara	Run by Dr. Ravikumar B.R., a qualified urologist/andrologist (12+ yrs) doing laser RIRS/PCNL stone surgery and laparoscopic uro-oncology — a credible allopathic specialist competitor in the men's health/andrology space, not a quack; genuine clinical threat but narrow (surgical urology focus, evening-only OPD).	high
881048364356966232	Dr. Kumar Raj Urs (Stone Cure, Urology clinic, kidney stone hospital)	Mysuru	Allopathic	MBBS, MS (General Surgery), MCh (Urology)	Agrahara	Highly credentialed super-specialist urologist (MCh Urology, 26 yrs exp, 4.8/5 with 216+ reviews) focused on minimally-invasive kidney-stone/prostate surgery; strong niche authority and hospital affiliation (Cauvery, UroCare) make him a dominant, hard-to-displace specialist competitor in Mysuru urology.	high
5636955464798751212	Viveka Clinic	Mysuru	Allopathic	MD (Psychiatry)	Ashokapuram	Established allopathic psychiatry/mental-health hospital led by credentialed psychiatrists (MD Psychiatry PGIMER; UK MRCPsych/PhD) with 10+ yr local presence and multidisciplinary psychology team — a strong, specialised MH competitor in Mysuru.	high
11590479824931123576	Dr Dilip Mundada MBBS MD	Nagpur	Allopathic	MBBS, MD	Itwari	MBBS+MD allopathic physician listed on Justdial in Itwari (central/old Nagpur); qualified allopath, likely general/internal medicine practice — a credible mainstream-medicine competitor rather than an alternative-medicine positioning threat.	medium
5299324158388662681	Krisham Health Care	Nagpur	Allopathic	MBBS, Diploma in Diabetology	Omkar Nagar / Shatabdi Chowk	Run by Dr. Pradip Butale (MBBS + Dip. Diabetology, MRN 2000/07/2666), an allopathic physician marketing as a men's-health/sexologist with 24 yrs experience — a credible same-pathy (MBBS) sexual-health competitor in south Nagpur, positioned via a dedicated men's-health clinic brand and EECP/heart-care add-on services.	high
13278787913974601613	Apex Mental & Sexual Health Clinic	Nagpur	Allopathic	MBBS, MD (Psychiatry)	Dhantoli	Led by Dr. Rajesh Rathi, MBBS + MD Psychiatry gold-medalist with IHBAS Delhi training; strong dual psychiatry+sexology positioning and credible allopathic credentials make it a high-authority competitor for MH and SH categories in Nagpur.	high
7552158594660327481	Dr Yashwant Ambatkar	Nagpur	Homeopathic	DHMS (Diploma in Homeopathic Medicine & Surgery)	Manewada Road	Homeopath (DHMS) marketed as dermatologist/skin specialist at Ambatkar Multispeciality Hospital; degree is homeopathic not allopathic despite clinical positioning, so a moderate cross-pathy competitor.	medium
268460065533967710	Krisham Diabetis and Sexual Wellness Clinic	Nagpur	Allopathic	MBBS (with Diploma in Diabetology)	Omkar Nagar / Shatabdi Chowk (Bhagwan Nagar area)	Solo allopathic MBBS diabetologist (24 yrs exp) positioned as diabetes + men's sexual-wellness specialist with a perfect 5.0/61-review Practo/GMB profile and dedicated site (krishammenshealth.com); credible local ED/PE competitor in South Nagpur, though single-doctor capacity limits scale.	high
17605070039747084078	Unique Multicare Clinic	Nashik	Mixed	MBBS (Dr. Prateek Ugale) alongside BAMS/DNYS doctors	Dwarka Circle, Nashik-Pune Road	Established (~18 yrs) male-sexology/ED clinic with a mixed panel — MBBS allopathic sexologist plus BAMS/Ayurvedic and naturopathy doctors; strong local SEO across Practo, Lybrate, IndiaMART and multiple owned domains. A credible niche STI/SH-adjacent competitor in Nashik.	medium
9627173272361570896	Urja Ayurved Centre	Nashik	Ayurvedic	BAMS	Panchavati	"Est. 2008 Ayurvedic sexology clinic led by Dr. Virendra Girase (~19 yrs exp), positioned as ""top male sexologist in Nashik""; strong presence across Justdial/Practo/Sulekha plus own site — entrenched Ayurvedic SH competitor."	medium
2237368361092191243	City Sex Counselling and Therapy center - Nashik	Nashik	Allopathic	MD (General Medicine)	Trimbak Road (Opp New CBS)	Established allopathic sexologist Dr. M.S. Ambekar (30+ yrs, MD Gen Med); very strong Lybrate reputation (~4.9/998 ratings) makes this a credible high-trust competitor in Nashik SH; low ₹500 clinic fee but ₹4000 online.	high
3382863646753775359	Dr.NS Ambekar-Female Sexologists	Nashik	Unani	BUMS	Trimbak Road (Opp. New CBS)	BUMS-qualified Unani sexology clinic (City Sex Counselling & Therapy Center) with very high review volume (~21k+ ratings, 4.5 stars) and multi-location footprint (Nashik/Malegaon); strong local review moat and low consult fee (₹250) make it a marketing-heavy but non-allopathic competitor.	high
2363192577310960082	Dr. Ajay Balki	Navi Mumbai	Allopathic	MBBS, MD (Psychiatry)	Nerul	Qualified allopathic psychiatrist (MBBS, MD Psychiatry) positioning as psychiatrist + sexologist + neuropsychiatrist at Manak Mind Care Clinic, Nerul; ~7 yrs exp, Indian Psychiatric Society member. Credible MH/sexual-health competitor overlapping Allo's core categories in Navi Mumbai.	high
11458811495093732265	Dr Rahul Bhatambre	Navi Mumbai	Allopathic	MBBS, Diploma in Psychiatry (DPM)	Sanpada	Established allopathic psychiatrist/addiction specialist (MBBS + Dip. Psychiatry, ~14 yrs exp), positioned for mental health, addiction and sexual-health; strong multi-platform presence (Practo, mfine, HexaHealth) and hospital affiliations in Kharghar make him a credible MH/sexology competitor in Navi Mumbai.	high
13531804909512366517	Dr Shahs Super speciality (DSS) Hospital	Navi Mumbai	Allopathic	MBBS, MS (General Surgery), MCh (Urology)	Khanda Colony, Panvel	Allopathic super-specialty hospital led by Dr. Abhishek M Shah, an MCh urologist-andrologist; strong 4.9-rated reputation and male-health/andrology focus (infertility, urology) makes it a credible offline competitor for SH/ED patients in Navi Mumbai/Panvel.	high
12273061559789656859	Ashakiran clinic	Pune	Allopathic	MBBS	Deccan Gymkhana	Dr. Umesh Mundada's Ashakiran Clinic is a well-established (since 1985) sexual-health/sexology brand with 35+ years positioning, multi-city presence (Pune/Mumbai/Nashik/Aurangabad/Kolhapur) and strong reviews (~4.8/152); a credible allopathic (MBBS) competitor to Allo in the sexual-health space in Pune.	high
18195666503795965601	Vanad Clinic	Pune	Homeopathic	BHMS	Tilak Road / Sadashiv Peth	Established sexology-focused brand (Dr. Amit Nale, BHMS): 18+ yrs, claims 27,000+ cases, 5 clinics across Maharashtra, strong Practo/Justdial review presence and ₹1100 consult — a well-entrenched homeopathic sexology competitor in the men's sexual-health (ED/PE) niche in Pune.	high
7957917080945624580	Dr. Ramit Kamate (Sexologist)	Pune	Allopathic	MBBS, DGO, DNB (Obstetrics & Gynecology)	Balewadi	Strong allopathic credentials (MBBS gold-medalist from B.J. Medical College, DNB OBG, fellowship in cosmetic gynaecology/sexual medicine USA); positioned as premium IVF/reproductive-medicine + sexual medicine specialist under Nakshatra Fertility brand — a high-credibility competitor for male/female sexual health in Pune's Balewadi/west corridor.	high
267435923056787081	Dr.Ashok Chavan's Setu Clinic	Pune	Homeopathic	BHMS	Pimple Gurav	"Homeopathic sexologist (BHMS + MD-AM, Fellowship in Psychosexual Counselling) positioned on ED/PE/male sexual dysfunction plus cosmetology; niche brand (""Setu"") in the PCMC belt — moderate threat as a same-category men's sexual-health competitor, but non-allopathic credential limits clinical positioning vs an MBBS-led offering."	high
7454046632041745500	Dr Erande's | Men & Women’s Sexual Health & Sex Treatment Clinic	Pune	Ayurvedic	BAMS	Pimple Saudagar	High-visibility Ayurvedic sexology brand (Dr Sanjay Erande, BAMS + Fellowship in Sexology; wife Dr Kalpana Erande MD-Ayu). 19+ yrs, claims 100,000+ patients, multi-clinic (Pimple Saudagar, Bhosari, Dadar Mumbai), strong SEO/web presence and even runs a sexology training course. Aggressive digital marketing makes them a notable organic-search competitor, but they are Ayurvedic (not allopathic), so positioning differs from MBBS-led clinics.	high
6389675663630500922	Dr Erande's | Men & Women’s Sexual Health & Sex Treatment Clinic	Pune	Ayurvedic	BAMS	Bhosari	Dr. Sanjay Erande (BAMS + Fellowship in Sexology) runs an established, heavily-marketed multi-city Ayurvedic sexual-health brand (Pune/PCMC/Mumbai) with strong Practo/Google presence and even a sexology training course — a well-branded Ayurvedic competitor positioned as a men's & women's sexology specialist, not an allopathic clinic.	high
2513071171098308433	Yashoda Clinic	Pune	Allopathic	MBBS, DTCD	Hadapsar	Solo GP/chest-physician clinic (Dr. Kailash Chandra Joshi, MBBS+DTCD) in Hadapsar; general-physician positioning, not a sexual/mental-health specialist — low direct competitive threat to Allo's category focus.	medium
2420968487476879265	Chaitanya Clinic - specialist Men’s Infertility pune	Pune	Homeopathic	BHMS	Somwar Peth	Dr. Satyan Nanal (BHMS, 15+ yrs) runs a well-established Practo-listed sexology/male-infertility brand (ED, low sperm count, premarital counselling) with a dedicated SEO site (sexspecialistdoctorinpune.com); a homeopathy-degree practitioner marketing as an andrology specialist—moderate threat in the sexual-health/STI-SH demand space but not allopathic.	high
7308917440003817426	Dr. Swapnil Bobde	Pune	Allopathic	MBBS, MS (General Surgery), MCh (Urology)	Hadapsar	Qualified urologist/andrologist (MCh Urology) at Ushakiran Hospital, Hadapsar with ~14 yrs experience; a credible allopathic threat for male sexual-health/andrology cases vs our SH/ED positioning.	high
4025581918226598572	Sexologist Dr. Prabhu Vyas	Pune	Unknown	M.S. Sexology / Ph.D. Sexology / PGDPC (no MBBS/BAMS/BHMS/BUMS)	Dadar East / Parel (Mumbai-based; not a physical Pune clinic)	Non-medical sexology-diploma practitioner (listed as 'Mr.'/psychologist, no registrable medical degree); actual clinic is in Mumbai, only surfaces in Pune via online listings — low direct threat to a Pune allopathic sexual-health clinic.	medium
9474358745846788724	Shree Arogya Lakshmi Clinic | Ayurveda | Panchakarma | Fertility | Pune	Pune	Ayurvedic	BAMS	Nanded City / Sinhagad Road	Solo Ayurvedic Panchakarma & fertility clinic (Dr. Mrunali Ghotekar), 5.0 rating on ~114 reviews; niche infertility/Panchakarma positioning in Nanded City — a review-strong but small local Ayurvedic player, not an allopathic SH/MH competitor.	medium
13542764715291470926	DR VIVEK BILLAMPELLY @ RUCHA CLINIC	Pune	Unknown	unknown	Kondhwa	Co-run sexology clinic (Dr Vivek + Dr Ashwini Billampelly) in Kondhwa/Fatima Nagar; ~4.4 stars/20 reviews, ₹500 consult. Dr Vivek's own degree is not published on Practo/Lybrate/Yappe; partner Dr Ashwini holds DNB Family Medicine (modern medicine), suggesting an allopathic-leaning practice, but Vivek's primary degree is unverifiable, so pathy left Unknown. Established local sexology brand — moderate competitive threat on SH/ED keywords.	low
16245664407888636914	Dr. Yugendra Chandrakar	Raipur	Ayurvedic	BAMS	Station Road (Moudhapara)	Established Ayurvedic sexologist (~29 yrs experience, BAMS+PGDY) at City Care Clinic; strong local Practo/Lybrate presence targeting gupt rog/sexual-health patients — a credible incumbent competitor in Raipur's SH category.	high
